url_path,views_total,views_unique
/maziggy/bambuddy,4995,2614
/maziggy/bambuddy/issues,1821,418
/maziggy/bambuddy/releases,516,268
/maziggy/bambuddy/pulls,299,120
/maziggy/bambuddy/blob/main/docker-compose.yml,206,112
/maziggy/bambuddy/releases/tag/v0.2.4.1,161,129
/maziggy/bambuddy/releases/tag/v0.2.4.2,135,103
/maziggy/bambuddy/tree/main/slicer-api,135,73
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,130,123
/maziggy/bambuddy/releases/tag/v0.2.4,126,90
