url_path,views_total,views_unique
/maziggy/bambuddy,3110,1458
/maziggy/bambuddy/issues,1235,240
/maziggy/bambuddy/pulls,468,84
/maziggy/bambuddy/releases,444,187
/maziggy/bambuddy/pull/1114,129,26
/maziggy/bambuddy/releases/tag/v0.2.3.2,96,82
/maziggy/bambuddy/commits/dev,92,13
/maziggy/bambuddy/tree/dev,89,27
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,85,83
/maziggy/bambuddy/releases/tag/v0.2.4b1,79,65
