url_path,views_total,views_unique
/maziggy/bambuddy,6932,4188
/maziggy/bambuddy/issues,1322,386
/maziggy/bambuddy/releases,530,265
/maziggy/bambuddy/pulls,332,117
/maziggy/bambuddy/releases/tag/v0.2.4.7,225,171
/maziggy/bambuddy/releases/tag/v0.2.4.6,214,157
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,165,152
/maziggy/bambuddy/blob/main/docker-compose.yml,141,100
/maziggy/bambuddy/stargazers,136,2
/maziggy/bambuddy/blob/main/slicer-api/README.md,133,90
