url_path,views_total,views_unique
/maziggy/bambuddy,7009,4427
/maziggy/bambuddy/issues,1298,389
/maziggy/bambuddy/releases,499,285
/maziggy/bambuddy/releases/tag/v0.2.4.7,347,257
/maziggy/bambuddy/pulls,289,117
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,173,159
/maziggy/bambuddy/blob/main/docker-compose.yml,142,102
/maziggy/bambuddy/tree/main/install,124,108
/maziggy/bambuddy/tree/main,120,87
/maziggy/bambuddy/blob/main/slicer-api/README.md,119,84
