url_path,views_total,views_unique
/maziggy/bambuddy,7237,4478
/maziggy/bambuddy/issues,1239,396
/maziggy/bambuddy/releases,522,259
/maziggy/bambuddy/pulls,307,123
/maziggy/bambuddy/releases/tag/v0.2.4.7,261,197
/maziggy/bambuddy/releases/tag/v0.2.4.6,218,158
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,171,157
/maziggy/bambuddy/blob/main/docker-compose.yml,140,97
/maziggy/bambuddy/stargazers,129,2
/maziggy/bambuddy/blob/main/slicer-api/README.md,125,84
