url_path,views_total,views_unique
/maziggy/bambuddy,3691,1982
/maziggy/bambuddy/issues,1143,271
/maziggy/bambuddy/releases,467,261
/maziggy/bambuddy/releases/tag/v0.2.4.8,307,230
/maziggy/bambuddy/pulls,191,93
/maziggy/bambuddy/blob/main/docker-compose.yml,108,71
/maziggy/bambuddy/blob/main/slicer-api/README.md,90,67
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,78,73
/maziggy/bambuddy/releases/tag/v0.2.4.7,78,61
/maziggy/bambuddy/tree/main/slicer-api,73,44
