url_path,views_total,views_unique
/maziggy/bambuddy,4550,2483
/maziggy/bambuddy/issues,1391,389
/maziggy/bambuddy/releases,451,258
/maziggy/bambuddy/pulls,289,129
/maziggy/bambuddy/releases/tag/v0.2.4.4,221,180
/maziggy/bambuddy/releases/tag/v0.2.4.5,195,152
/maziggy/bambuddy/tree/main/slicer-api,136,81
/maziggy/bambuddy/blob/main/docker-compose.yml,129,81
/maziggy/bambuddy/blob/main/slicer-api/README.md,120,79
/maziggy/bambuddy/releases/tag/v0.2.4.3,111,86
