url_path,views_total,views_unique
/maziggy/bambuddy,7095,4475
/maziggy/bambuddy/issues,1214,395
/maziggy/bambuddy/releases,521,276
/maziggy/bambuddy/releases/tag/v0.2.4.7,292,218
/maziggy/bambuddy/pulls,279,117
/maziggy/bambuddy/releases/tag/v0.2.4.6,177,126
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,174,159
/maziggy/bambuddy/blob/main/docker-compose.yml,148,102
/maziggy/bambuddy/blob/main/slicer-api/README.md,116,82
/maziggy/bambuddy/tree/main/install,115,101
